from_organisation	to_organisation	relationship_type	from_key	to_key	from_in_master	verification_status	pdpa_risk	notes	sources
Arusha Lutheran Medical Center	The Plaster House (Arusha)	operates	WORG_arusha_lutheran_medical_centre	WORG_kafika_house	Od109d0513fc6	verified	low		"[{""url"": ""http://www.theplasterhouse.org/"", ""title"": ""The Plaster House - home page"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""description"", ""operator"", ""capacity""], ""evidence_excerpt"": ""Surgical rehabilitation for children with treatable disabilities; 80 beds; since 2008 over 5,000 children; programme of Arusha Lutheran Medical Center.""}]"
Africa Dream Safaris	Peace House (Arusha)	funds	WORG_africa_dream_safaris	WORG_peace_house	O624575550ed4	verified	low	Cash donations, supplies and guest visits.	"[{""url"": ""https://africadreamsafaris.com/community/"", ""title"": ""Local Partnerships - Africa Dream Safaris"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Supports Peace House Orphanage, School of St. Jude, POLI Village School and FAME with cash donations and supplies.""}, {""url"": ""https://africadreamsafaris.com/community/humanitarian/peace-house-orphanage/"", ""title"": ""Peace House Orphanage - Africa Dream Safaris"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""description"", ""children_served""], ""evidence_excerpt"": ""Peace House is a unique boarding school for over 240 AIDS orphans; guests may visit; donated laptops, cameras, sports equipment.""}]"
KILI VIKINGS LIMITED (Kilimanjaro Vikings Limited)	Light in Africa (Moshi)	funds	WORG_kili_vikings	WORG_light_in_africa_children_home	Ocbc0a898c461	verified	low	Share of trek/safari profits.	"[{""url"": ""https://kilivikings.com/company-profile/"", ""title"": ""Company Profile - Kili Vikings"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""relationship"", ""children_served""], ""evidence_excerpt"": ""Donates some profit to orphans homes around Kilimanjaro Region; Light in Africa, with more than 200 orphans, receives financial support.""}, {""url"": ""https://kilivikings.com/about-us/"", ""title"": ""About Us - Kili Vikings"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Contributes a portion of profits to orphanages in the Kilimanjaro region, supporting over 200 children.""}]"
Asante Sana	Light in Africa (Moshi)	funds	WORG_asante_sana	WORG_light_in_africa_children_home		verified	low	Recurring 2013-2024.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22light+in+africa%22"", ""title"": ""ProPublica full-text search 'light in africa'"", ""source_date"": ""FY2011-FY2024"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""registration""], ""evidence_excerpt"": ""Asante Sana funds contributed to Light in Africa (2013-2024); 2011 filing cites Light in Africa Tanzania NGO Reg. #12049, Moshi.""}]"
Asante Sana	Catholic Diocese of Moshi	funds	WORG_asante_sana	WORG_catholic_diocese_of_moshi		verified	low	Health/HIV purpose - not child welfare.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=moshi+orphanage&page=2"", ""title"": ""ProPublica full-text search moshi orphanage p2 (Asante Sana)"", ""source_date"": ""FY2013-FY2023"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Funds contributed to Catholic Diocese and/or Rainbow Centre Diocese Moshi, HIV and AIDS prevention.""}]"
Coffeyville Area Community Foundation Inc	Light in Africa (Moshi)	funds	WORG_coffeyville_area_community_foundation	WORG_light_in_africa_children_home		historical	low	$5,400 (2011).	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22light+in+africa%22"", ""title"": ""ProPublica full-text search 'light in africa'"", ""source_date"": ""FY2011-FY2024"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""registration""], ""evidence_excerpt"": ""Asante Sana funds contributed to Light in Africa (2013-2024); 2011 filing cites Light in Africa Tanzania NGO Reg. #12049, Moshi.""}]"
Koch Foundation Inc	St Francis of Assisi Primary School for the Disabled and Orphans (Moshi)	funds	WORG_koch_foundation	WORG_st_francis_of_assisi_primary_school_for_disabled		verified	low	$10,000 (2024).	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22street+children%22+moshi"", ""title"": ""ProPublica full-text search 'street children' moshi (Koch Foundation)"", ""source_date"": ""FY2022-FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""grant_amount""], ""evidence_excerpt"": ""$10,000 to St Francis of Assisi Primary School for Disabled and Orphans, Moshi (2024); Sisters of Our Lady of Kilimanjaro feeding programme (2022).""}]"
Koch Foundation Inc	Congregation of the Sisters of Our Lady of Kilimanjaro	funds	WORG_koch_foundation	WORG_congregation_of_sisters_of_our_lady_of_kilimanja		verified	low	$3,000 feeding programme for orphans and street children (2022).	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22street+children%22+moshi"", ""title"": ""ProPublica full-text search 'street children' moshi (Koch Foundation)"", ""source_date"": ""FY2022-FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""grant_amount""], ""evidence_excerpt"": ""$10,000 to St Francis of Assisi Primary School for Disabled and Orphans, Moshi (2024); Sisters of Our Lady of Kilimanjaro feeding programme (2022).""}]"
Congregation of the Sisters of Our Lady of Kilimanjaro	St Francis of Assisi Primary School for the Disabled and Orphans (Moshi)	operates	WORG_congregation_of_sisters_of_our_lady_of_kilimanja	WORG_st_francis_of_assisi_primary_school_for_disabled		needs_review	low	Inferred from shared PO Box 925 Moshi.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22street+children%22+moshi"", ""title"": ""ProPublica full-text search 'street children' moshi (Koch Foundation)"", ""source_date"": ""FY2022-FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""grant_amount""], ""evidence_excerpt"": ""$10,000 to St Francis of Assisi Primary School for Disabled and Orphans, Moshi (2024); Sisters of Our Lady of Kilimanjaro feeding programme (2022).""}]"
Koch Foundation Inc	Mother Kevina Feeding Program-Centre (Kijenge, Arusha)	funds	WORG_koch_foundation	WORG_mother_kevina_feeding_program_centre		needs_review	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22street+children%22+arusha"", ""title"": ""ProPublica full-text search 'street children' arusha (Koch Foundation 2025 ER statement)"", ""source_date"": ""FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""address""], ""evidence_excerpt"": ""2025 statement lists Mother Kevina Feeding Program-Centre, PO Box 11531, Kijinge (Kijenge), Arusha.""}]"
Koch Foundation Inc	St Joseph's Children's Home (Franciscan Sisters of St Joseph, Moshi)	funds	WORG_koch_foundation	WORG_st_josephs_children_home		needs_review	low	Tuition assistance (2023).	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22children%27s+home%22+moshi&page=2"", ""title"": ""ProPublica full-text search 'children's home' moshi p2 (Koch Foundation 2023)"", ""source_date"": ""FY2023"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""2023 990-PF: Franciscan Sisters of St Joseph, Moshi, and tuition assistance at St Joseph's Children's Home.""}]"
Concordia Lutheran Ministries Foundation	VOV Center (Moshi)	funds	WORG_concordia_lutheran_ministries_foundation	WORG_vov_centre		verified	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22children%27s+home%22+moshi"", ""title"": ""ProPublica full-text search 'children's home' moshi (Concordia Lutheran Ministries Foundation 2024 Schedule I)"", ""source_date"": ""FY2014-FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""services""], ""evidence_excerpt"": ""Funds assist in operating a school and a children's home, a medical clinic and school kitchen at the VOV center in Moshi.""}]"
Care For Children Of The Earth	Passionist Community Arusha	funds	WORG_care_for_children_of_earth	WORG_passionist_community_arusha		verified	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=arusha+orphanage"", ""title"": ""ProPublica full-text search arusha orphanage (Care For Children Of The Earth)"", ""source_date"": ""FY2024-FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Grants to Passionist Community Arusha to support Passionist-run schools and orphanages; Tonga Orphanage grantee.""}]"
Maasai Girls Rescue Center Inc	Maasai Girls Rescue Center - Children's Home and Rescue Center (Karatu)	funds	WORG_maasai_girls_rescue_centre	WORG_maasai_girls_rescue_centre_children_home_and_res		verified	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22rescue+center%22+arusha"", ""title"": ""ProPublica full-text search 'rescue center' arusha (Maasai Girls Rescue Center Schedule)"", ""source_date"": ""FY2023"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""children_served"", ""address""], ""evidence_excerpt"": ""Children's Home and Rescue Center, PO Box 32 Karatu: direct care for 62 girls in FY2022.""}]"
Orphans International America	Better Future International Tanzania (Moshi)	funds	WORG_orphan_international_america	WORG_better_future_international		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=moshi+orphanage"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2011-FY2018"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Tanzania orphanage grants to Better Future International, Moshi: $45,460 (2011) to $24,560 (2015); last seen 2018.""}]"
Focus On Aids	Arnold House AIDS Orphanage (Moshi)	funds	WORG_focus_on_aids	WORG_arnold_house_aids_orphanage		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=moshi+orphanage"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2013-FY2014"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Granted $10,000 (2013) and $26,000 (2014) to Arnold House AIDS Orphanage, Moshi.""}]"
New Day Foundation Inc	Children of Destiny Foundation / New Life Christian Children's Home (Moshi)	funds	WORG_new_day_foundation	WORG_children_of_destiny_foundation_new_life_christia		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=moshi+orphanage&page=2"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2011-FY2012"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Orphanage assistance: Children of Destiny Foundation, PO Box 8064 Moshi; New Life Christian Children's Home (2011-2012).""}]"
Hope Without Borders-USA Inc	St Joseph Shelter of Hope (Moshi)	funds	WORG_hope_without_borders_usa	WORG_st_joseph_shelter_of_hope		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22vulnerable+children%22+moshi"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2016-FY2018"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Healthcare services to St Joseph Shelter of Hope for orphans and vulnerable children, Moshi (2018).""}]"
Go Campaign	Gabriella Centre (Moshi)	funds	WORG_go_campaign	WORG_gabriella_children_rehabilitation_centre		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22children%27s+home%22+moshi&page=2"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2017"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Supporting Gabriella Centre for children with autism and intellectual disabilities in Moshi; school fees sponsored (2017).""}]"
One Heart Source	One Heart Source Children's Welfare Network / Children's Home (Arusha)	funds	WORG_one_heart_source	WORG_one_heart_source_children_welfare_network_childr		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22vulnerable+children%22+arusha"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2011-FY2021"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""OHS Children's Welfare Network in Arusha provides education and care to vulnerable youth (filings 2011-2021; last filing FY2021).""}]"
Choose Love Inc	Choose Love home for orphans (Arusha)	funds	WORG_choose_love	WORG_choose_love_home_for_orphan		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22vulnerable+children%22+arusha"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2018"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Mission: provide orphans and vulnerable children in Arusha a home, a mama, food and education (2018); 2024 revenue $0.""}]"
EdPowerment Inc	Kilimahewa Children's Education Center (Moshi)	operates	WORG_edpowerment	WORG_kilimahewa_children_education_centre		historical	low		"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22disabilities%22+moshi+children"", ""title"": ""ProPublica full-text search (historical filing text)"", ""source_date"": ""FY2013-FY2015"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Operated Kilimahewa Children's Education Center in Moshi for children aged 6-14 with intellectual disabilities (2013-2015).""}]"
